Title	DOI	Abstract	MeSH_Terms	Pubmed link	drug_name_list	pubchem_id_list	PMID	Pubdate
Hormonal status effects on the electrophysiological correlates of performance monitoring in women.	DOI: 10.1016/j.psyneuen.2022.106006	Fluctuations in ovarian hormones are thought to play a role in the increased prevalence of mood and anxiety disorders in women. Error-related negativity (ERN) and error positivity (Pe) are two putative electrophysiological biomarkers for these internalizing disorders. We investigated whether female hormonal status, specifically menstrual cycle phase and oral contraceptive (OC) use, impact ERN and Pe. Additionally, we examined whether the relationship between the ERN and negative affect (NA) was moderated by hormonal status and tested whether the ERN mediated the relation between ovarian hormones and NA. Participants were healthy, pre-menopausal women who were naturally cycling (NC) or using OCs. Using a counterbalanced within-subject design, all participants performed a speeded-choice reaction-time task twice while undergoing electroencephalography measurements. NC women (N = 42) performed this task during the early follicular and midluteal phase (when estrogen and progesterone are both low and both high, respectively), while OC users (N = 42) performed the task during active OC use and during their pill-free week. Estradiol and progesterone levels were assessed in saliva. Comparing the two cycle phases within NC women revealed no differences in the (Δ)ERN, (Δ)Pe or NA. We did observe a negative relation between phase-related changes in the ΔERN and changes in NA. Mediation analysis additionally showed that phase-related changes in estradiol were indirectly and negatively related to NA through a reduction of ΔERN amplitudes. When comparing active OC users with NC women, we observed increased ΔPe- but not (Δ)ERN amplitudes in the former group. No evidence was found for moderating effects of menstrual cycle phase or OC use on the relation between the ERN and NA. These findings suggest that hormonal status may impact the neural correlates of performance monitoring and error sensitivity, and that this could be a potential mechanism through which ovarian hormones influence mood.	['Humans', 'Female', 'Progesteronepharmacology', 'Estradiolpharmacology', 'Electroencephalography', 'Affectphysiology', 'Anxiety Disorders']	https://pubmed.ncbi.nlm.nih.gov/36566721/	['Estradiol Valerate']	[13791]	36566721	['2023', 'Mar']
Implicit motor imagery performance and cortical activity throughout the menstrual cycle.	DOI: 10.1038/s41598-022-25766-2	Studies show that female motor and visuospatial skills are modulated by the menstrual cycle. Implicit motor imagery, meaning the involuntary imagination of movements during a task, involves kinesthetic, visual, and spatial aspects of the corresponding action and can be investigated by using the hand laterality judgment task (HLJT). In this study we aimed to investigate whether implicit motor imagery performance and cortical activity are altered throughout the menstrual cycle, as demonstrated by motor skills in females. Thus, 31 healthy women underwent HLJT during the menstrual, follicular and luteal phases of their menstrual cycles. Right-handed participants had to recognize the laterality (right or left) of hands presented in different views (palm or back) and orientations on a computer screen. Test performance and EEG event-related potentials were analyzed. Participants performed better in the test in the follicular and luteal phases when compared to the menstrual phase, and the accuracy of the test was positively correlated with estradiol levels in the follicular phase. The difference between medial and lateral hand orientations for rotation-related negativity was significant in the medial and left parieto-occipital regions only in the follicular phase. These findings suggest positive modulating action of estradiol in performing implicit motor imagery.	['Humans', 'Female', 'Imagination', 'Imagery, Psychotherapy', 'Hand', 'Menstrual Cycle', 'Estradiol']	https://pubmed.ncbi.nlm.nih.gov/36496536/	['Estradiol Valerate']	[13791]	36496536	['2022', 'Dec']
Ovarian Cycle Stages Modulate Alzheimer-Related Cognitive and Brain Network Alterations in Female Mice.	DOI: 10.1523/ENEURO.0132-17.2018	Alzheimer's disease (AD) begins several decades before the onset of clinical symptoms, at a time when women may still undergo reproductive cycling. Whether ovarian functions alter substrates of AD pathogenesis is unknown. Here we show that ovarian cycle stages significantly modulate AD-related alterations in neural network patterns, cognitive impairments, and pathogenic protein production in the hAPP-J20 mouse model of AD. Female hAPP mice spent more time in estrogen-dominant cycle stages and these ovarian stages worsened AD-related network dysfunction and cognitive impairments. In contrast, progesterone-dominant stages and gonadectomy attenuated these AD-related deficits. Further studies revealed a direct role for estradiol in stimulating neural network excitability and susceptibility to seizures in hAPP mice and increasing amyloid beta levels. Understanding dynamic effects of the ovarian cycle on the female nervous system in disease, including AD, is of critical importance and may differ from effects on a healthy brain. The pattern of ovarian cycle effects on disease-related networks, cognition, and pathogenic protein expression may be relevant to young women at risk for AD.	['Alzheimer Diseasecomplicationsgenetics', 'Amyloid beta-Protein Precursorgeneticsmetabolism', 'Animals', 'Brainpathology', 'Brain Wavesphysiology', 'Castration', 'Cognition Disordersetiologypathologyphysiopathology', 'Convulsantstoxicity', 'Disease Models, Animal', 'Estradiolmetabolism', 'Exploratory Behaviorphysiology', 'Female', 'Humans', 'Menstrual Cyclegeneticsphysiology', 'Mice', 'Mice, Transgenic', 'Mutationgenetics', 'Pentylenetetrazoletoxicity', 'Progesteronemetabolism', 'Seizureschemically inducedphysiopathology']	https://pubmed.ncbi.nlm.nih.gov/30627643/	['Estradiol Valerate']	[13791]	30627643	['2018']
Neural plasticity is modified over the human menstrual cycle: Combined insight from sensory evoked potential LTP and repetition suppression.	DOI: 10.1016/j.nlm.2018.08.016	In healthy women, fluctuations in hormones including progesterone and oestradiol lead to functional changes in the brain over the course of each menstrual cycle. Though considerable attention has been directed towards understanding changes in human cognition over the menstrual cycle, changes in underlying processes such as neural plasticity have largely only been studied in animals. In this study we explored predictive coding and repetition suppression via the roving mismatch negativity paradigm as a model of short-term plasticity (Garrido, Kilner, Kiebel, et al., 2009), and Hebbian learning via visual sensory long-term potentiation (LTP) as a model of long-term plasticity (Teyler et al., 2005). Electroencephalography (EEG) was recorded in 20 females during their early follicular and mid-luteal phases. Event-related potential (ERP) analyses were complemented with dynamic causal modelling (DCM) to characterise changes in the underlying neural architecture. More sustained variability in the ERP response to a change in tone during the luteal phase are interpreted as a delayed habituation of the P3a component in the luteal relative to the follicular phase. The additional increased forward connection strength over tone repetitions compared to the follicular phase suggests that, in this phase, females may be less efficient when processing deviations from predicted sensory input (error). In contrast, there appears to be no reliable change in sensory LTP. This suggests that predictive coding, but not Hebbian plasticity is modified in the mid-luteal compared to the follicular phase, at least at the days of the menstrual cycle tested. This finding implicates the human menstrual cycle in complex changes in neural plasticity and provides further evidence for the importance of considering the menstrual cycle when including females in electrophysiological research.	['Adult', 'Auditory Perceptionphysiology', 'Brainphysiology', 'Electroencephalography', 'Estradiolblood', 'Evoked Potentials', 'Female', 'Humans', 'Learningphysiology', 'Menstrual Cyclepsychology', 'Models, Neurological', 'Neuronal Plasticity', 'Progesteroneblood', 'Young Adult']	https://pubmed.ncbi.nlm.nih.gov/30172951/	['Estradiol Valerate']	[13791]	30172951	['2018', 'Nov']
Go and NoGo: modulation of electrophysiological correlates by female sex steroid hormones.	DOI: 10.1007/s00213-016-4311-0	The behavioral and electrophysiological responses in a Go/NoGo task are objective measures of executive functioning that may be impaired in clinical conditions. Prior to the wider application of Go/NoGo tasks in clinics, it is tempting to evaluate factors causing modulation of the responses.	['Acoustic Stimulationmethods', 'Adult', 'Analysis of Variance', 'Auditory Perceptionphysiology', 'Electroencephalography', 'Estradiolanalysisphysiology', 'Evoked Potentialsphysiology', 'Executive Functionphysiology', 'Female', 'Humans', 'Progesteroneanalysispharmacology', 'Reaction Timephysiology', 'Salivachemistry', 'Young Adult']	https://pubmed.ncbi.nlm.nih.gov/27137197/	['Estradiol Valerate']	[13791]	27137197	['2016', 'Jul']
Variations in resting frontal alpha asymmetry between high- and low-neuroticism females across the menstrual cycle.	DOI: 10.1111/psyp.12301	Resting frontal alpha asymmetry measures the relative activation intensity across the left and right frontal regions that represent emotional experience. Here, the focus is on levels of alpha asymmetry between high- and low-neuroticism females across the menstrual cycle. Resting alpha asymmetry in healthy females who scored high or low on neuroticism was assessed during the menstrual phase, the late follicular phase, and the midlate luteal phase. High-neuroticism females exhibited lower relative left prefrontal activity than did low-neuroticism females during the midlate luteal phase, as indexed by alpha1 and alphaTotal asymmetry scores at the prefrontal electrode positions (FP1/2 ). EEG results demonstrate that the resting frontal alpha asymmetry of high- and low-neuroticism females was moderated by the menstrual cycle, and high-neuroticism females should pay particular attention to their emotional experience during the midlate luteal phase.	['Adolescent', 'Adult', 'Anxiety Disorderspsychology', 'Electroencephalography', 'Emotionsphysiology', 'Estradiolblood', 'Female', 'Follicle Stimulating Hormoneblood', 'Frontal Lobephysiology', 'Humans', 'Luteinizing Hormoneblood', 'Menstrual Cyclephysiologypsychology', 'Neuroticism', 'Personalityphysiology', 'Personality Assessment', 'Progesteroneblood', 'Young Adult']	https://pubmed.ncbi.nlm.nih.gov/25154679/	['Estradiol Valerate']	[13791]	25154679	['2015', 'Feb']
40 Hz auditory steady-state response in females: When is it better to entrain?	DOI: 10.55782/ane-2014-1975	Auditory steady-state responses (ASSRs) are widely applied to test brain's ability to follow external stimulation in neuropsychiatric disorders. It is known that ASSRs are related to GABAergic transmission. Female sex steroid homones - both estrogens and progesterone - affect functioning of GABAergic system. However, it is not known how these hormones affect brain's ability to entrain. This study was designed to test the ability to synchronize to 40 Hz stimulation during different phases of the menstrual cycle. Twenty-eight healthy females participated in the research during one of the menstrual cycle phases: (1) early follicular; (2) late follicular; (3) and mid-luteal. Auditory 40 Hz trains of 500 ms were delivered binaurally and EEG was recorded. Time-frequency analysis of the data was performed and phase-locking index, evoked amplitude and total intensity measures were extracted and decomposed by non-negative multi-way factorization. Additionally, alpha power of the baseline period was calculated. Parameters of ASSR were increasing in a linear manner with increasing levels of 17β-estradiol and largest estimates of ASSR parameters were obtained in the late follicular phase, smallest - in the mid-luteal phase. Alpha power values were highest in the late follicular phase and lowest in the mid-luteal phase, pointing to lower arousal level in the late follicular phase. We speculate that increased 40 Hz ASSRs during mid-cycle might be related to the level of general arousal and specific GABA-mediated changes during the menstrual cycle. The results suggest that the ability to entrain to 40 Hz stimulation depends on the phase of menstrual cycle. This should be taken into account, particularly when ASSRs are used in clinical practice, comparing patients and healthy subjects.	['Acoustic Stimulation', 'Analysis of Variance', 'Brainphysiology', 'Brain Mapping', 'Electroencephalography', 'Estradiolmetabolism', 'Evoked Potentials, Auditoryphysiology', 'Female', 'Humans', 'Menstrual Cyclephysiology', 'Progesteronemetabolism', 'Psychoacoustics', 'Time Factors', 'Young Adult']	https://pubmed.ncbi.nlm.nih.gov/24718047/	['Estradiol Valerate']	[13791]	24718047	['2014']
Reproductive hormonal changes and catamenial pattern in adolescent females with epilepsy.	DOI: 10.1111/j.1528-1167.2008.01622.x	We aimed to evaluate the effect of epilepsy on the reproductive hormones levels among female patients, and to investigate the frequency of catamenial pattern of seizures.	['Adolescent', 'Electroencephalography', 'Epilepsydiagnosisphysiopathology', 'Estradiolphysiology', 'Female', 'Follicle Stimulating Hormonephysiology', 'Humans', 'Luteinizing Hormonephysiology', 'Progesteronephysiology', 'Reproduction']	https://pubmed.ncbi.nlm.nih.gov/18435756/	['Estradiol Valerate']	[13791]	18435756	['2008', 'Sep']
Sleep and the sleep electroencephalogram across the menstrual cycle in young healthy women.	DOI: 10.1210/jcem.81.2.8636295	Cyclic changes in hormones, body temperature, and metabolic rate characterize the menstrual cycle. To investigate whether these changes are associated with changes in sleep and the sleep electroencephalogram (EEG), a total of 138 sleep episodes from 9 women with no premenstrual syndrome symptoms were recorded every second night throughout one ovulatory menstrual cycle and analyzed in relation to menstrual phase. Ovulation and menstrual cycle stage were confirmed by measurements of temperature, urinary LH, and midluteal plasma levels of estrogen and progesterone. No significant variation across the menstrual cycle was observed for subjective ratings of sleep quality and mood as well as for objective measures of total sleep time, sleep efficiency, sleep latency, rapid eye movement sleep latency, and slow wave sleep. In nonrapid eye movement sleep, EEG power density in the 14.25-15.0 hertz band, which corresponds to the upper frequency range of the sleep spindles, exhibited a large variation across the menstrual cycle, with a maximum in the luteal phase. The data show that in healthy young women, sleep spindle frequency activity varies in parallel with core body temperature, whereas homeostatic sleep regulatory mechanisms, as indexed by the time course of EEG slow wave activity are not substantially affected by the menstrual cycle.	['Body Temperature', 'Electroencephalography', 'Estradiolblood', 'Female', 'Follicular Phasephysiology', 'Humans', 'Luteal Phasephysiology', 'Luteinizing Hormoneurine', 'Menstrual Cyclephysiology', 'Ovulationphysiology', 'Progesteroneblood', 'Sleepphysiology', 'Sleep, REMphysiology', 'Time Factors']	https://pubmed.ncbi.nlm.nih.gov/8636295/	['Estradiol Valerate']	[13791]	8636295	['1996', 'Feb']
Simultaneous EEG-fMRI in patients with Unverricht-Lundborg disease: event-related desynchronization/synchronization and hemodynamic response analysis.	DOI: 10.1155/2010/164278	We performed simultaneous acquisition of EEG-fMRI in seven patients with Unverricht-Lundborg disease (ULD) and in six healthy controls using self-paced finger extension as a motor task. The event-related desynchronization/synchronization (ERD/ERS) analysis showed a greater and more diffuse alpha desynchronization in central regions and a strongly reduced post-movement beta-ERS in patients compared with controls, suggesting a significant dysfunction of the mechanisms regulating active movement and movement end. The event-related hemodynamic response obtained from fMRI showed delayed BOLD peak latency in the contralateral primary motor area suggesting a less efficient activity of the neuronal populations driving fine movements, which are specifically impaired in ULD.	['Adult', 'Brainblood supplyphysiopathology', 'Brain Mappingmethods', 'Electroencephalography', 'Electromyography', 'Female', 'Fingersinnervation', 'Functional Laterality', 'Humans', 'Image Processing, Computer-Assistedmethods', 'Magnetic Resonance Imaging', 'Male', 'Movementphysiology', 'Oxygenblood', 'Psychomotor Performancephysiology', 'Statistics, Nonparametric', 'Time Factors', 'Unverricht-Lundborg Syndromepathologyphysiopathology']	https://pubmed.ncbi.nlm.nih.gov/20111730/	['Topiramate']	[5284627]	20111730	['2010']
Neural correlates in functional brain mapping among breast cancer survivors receiving different chemotherapy regimens: a qEEG/HEG-based investigation.	DOI: 10.1093/jjco/hyac121	Post-chemotherapy cognitive impairment commonly known as 'chemobrain' or 'chemofog' is a well-established clinical disorder affecting various cognitive domains including attention, visuospatial working memory, executive function, etc. Although several studies have confirmed the chemobrain in recent years, scant experiments have evaluated the potential neurotoxicity of different chemotherapy regimens and agents. In this study, we aimed to evaluate the extent of attention deficits, one of the commonly affected cognitive domains, among breast cancer patients treated with different chemotherapy regimens through neuroimaging techniques.	['Humans', 'Female', 'Breast Neoplasmsdrug therapypsychology', 'Cancer Survivors', 'Docetaxeltherapeutic use', 'Brain Mapping', 'Doxorubicintherapeutic use', 'Cyclophosphamideadverse effects', 'Paclitaxeladverse effects', 'Neurotoxicity Syndromesetiology', 'Antineoplastic Combined Chemotherapy Protocolsadverse effects']	https://pubmed.ncbi.nlm.nih.gov/35946328/	['Doxorubicin', 'Taxol', 'Cyclophosphamide', 'Docetaxel', 'Daunorubicin']	[31703, 36314, 2907, 148124, 30323]	35946328	['2022', 'Nov']
A Phase I, Randomized, Single‑Blind, Placebo‑Controlled, Single Ascending Dose Study of the Safety, Tolerability, and Pharmacokinetics of Subcutaneous and Oral TRV250, a G Protein-Selective Delta Receptor Agonist, in Healthy Subjects.	DOI: 10.1007/s40263-020-00738-0	The delta opioid receptor (DOR) has been identified as a therapeutic target for migraine, with DOR agonists exhibiting low abuse potential compared with conventional µ-opioid agonists. TRV250 is a novel small molecule agonist of the DOR that is preferentially selective for G-protein signaling, with relatively little activation of the β-arrestin2 post-receptor signaling pathway. This selectivity provides reduced susceptibility to proconvulsant activity seen with non-selective DOR agonists. TRV250 significantly reduced nitroglycerin-evoked hyperalgesia in rodents, indicating a potential utility in acute migraine without the risk of seizure activity or abuse potential.	['Administration, Oral', 'Adult', 'Biological Availability', 'Dose-Response Relationship, Drug', 'Female', 'Half-Life', 'Healthy Volunteers', 'Humans', 'Male', 'Pharmaceutical Preparationsadministration & dosagemetabolism', 'Receptors, Opioid, deltaagonists', 'Single-Blind Method']	https://pubmed.ncbi.nlm.nih.gov/32676977/	['Nitroglycerin']	[4510]	32676977	['2020', 'Aug']
Effects of nitroglycerine on cerebral blood flow velocity, quantitative electroencephalogram and cognitive performance.	DOI: 10.1046/j.1365-2362.2000.00713.x	Despite the widespread use of nitroglycerine, little is known of its cerebral haemodynamic effects. The present study was undertaken to evaluate the effects of nitroglycerine on cerebral circulation and cognitive function in normal volunteers.	['Adult', 'Blood Flow Velocitydrug effects', 'Cerebral Cortexdrug effectsphysiopathology', 'Cerebrovascular Circulationdrug effects', 'Cognitiondrug effects', 'Cross-Over Studies', 'Double-Blind Method', 'Electroencephalography', 'Humans', 'Male', 'Nitroglycerinpharmacology', 'Vasodilator Agentspharmacology']	https://pubmed.ncbi.nlm.nih.gov/10998085/	['Nitroglycerin']	[4510]	10998085	['2000', 'Sep']
Nitroglycerin sensitises in healthy subjects CNS structures involved in migraine pathophysiology: evidence from a study of nociceptive blink reflexes and visual evoked potentials.	DOI: 10.1016/j.pain.2009.04.018	Nitroglycerin (NTG), a NO donor, induces an attack in migraine patients approximately 4-6 h after administration. The causative mechanisms are not known, but the long delay leaves room for a central effect, such as a change in neuronal excitability and synaptic transmission of various CNS areas involved in pain and behaviour including trigeminal nucleus caudalis and monoaminergic brain stem nuclei. To explore the central action of NTG, we have studied its effects on amplitude and habituation of the nociceptive blink reflex (nBR) and the visual evoked potential (VEP) before, 1 h and 4 h after administration of NTG (1.2 mg sublingual) or placebo (vehicle sublingual) in two groups of 10 healthy volunteers. We found a significant decrease in nBR pain and reflex thresholds both 1 and 4 h post-NTG. At the 4 h time point R2 latency was shorter (p=0.04) and R2 response area increased (p<0.01) after NTG but not after placebo. Habituation tended to become more pronounced after both NTG and placebo administration. There was a significant amplitude increase in the 5th VEP block (p=0.03) at 1h after NTG and in the 1st block (p=0.04) at 4 h. VEP habituation was replaced by potentiation at both delays after NTG; the change in habituation slope was significant at 1h (p=0.02). There were no significant VEP changes in subjects who received sublingual placebo. In conclusion, we found that in healthy subjects sublingual NTG, but not its vehicle, induces changes in a trigeminal nociceptive reflex and an evoked cortical response which are comparable to those found immediately before and during an attack of migraine. These changes could be relevant for the attack-triggering effect of NTG in migraineurs.	['Adult', 'Analysis of Variance', 'Blinkingdrug effects', 'Dose-Response Relationship, Drug', 'Drug Administration Routes', 'Electric Stimulationadverse effects', 'Electroencephalographymethods', 'Evoked Potentials, Visualdrug effects', 'Female', 'Habituation, Psychophysiologicdrug effects', 'Humans', 'Male', 'Migraine Disorderschemically inducedphysiopathology', 'Nitric Oxide Donorsadverse effectspharmacology', 'Nitroglycerinadverse effectspharmacology', 'Painetiologyphysiopathology', 'Pain Thresholddrug effects', 'Young Adult']	https://pubmed.ncbi.nlm.nih.gov/19457613/	['Nitroglycerin']	[4510]	19457613	['2009', 'Jul']
Temporal codes of visual working memory in the human cerebral cortex: Brain rhythms associated with high memory capacity.	DOI: 10.1016/j.neuroimage.2020.117294	Visual working memory (vWM) is an important ability required for various cognitive tasks although its neural underpinnings remain unclear. While many studies have focused on theta (4-7 Hz) and gamma (> 30 Hz) rhythms as a substrate of vWM, here we show that temporal signals embedded in alpha (8-12 Hz) and beta (13-30 Hz) bands can be a good predictor of vWM capacity. Neural activity of healthy human participants was recorded with magnetoencephalography when they performed a classical vWM task (change detection). We analyzed changes in inter-peak intervals (IPIs) of oscillatory signals along with an increase in WM load (a number of to-be-memorized items, 1-6). Results showed a load-dependent reduction of IPIs in the parietal and frontal regions, indicating that alpha/beta rhythms became faster when multiple items were stored in vWM. Furthermore, this reduction in IPIs was positively correlated with individual vWM capacity, especially in the frontal cortex. Those results indicate that vWM is represented as a change in oscillation frequency in the human cerebral cortex.	['Adult', 'Alpha Rhythmphysiology', 'Brainphysiology', 'Cerebral Cortexphysiology', 'Electroencephalographymethods', 'Female', 'Humans', 'Magnetoencephalographymethods', 'Male', 'Memory, Short-Termphysiology', 'Photic Stimulationmethods', 'Visual Perceptionphysiology']	https://pubmed.ncbi.nlm.nih.gov/32835818/	['NADA']	[5282105]	32835818	['2020', 'Nov']
The role of auditory evoked potentials and otoacoustic emissions in early detection of hearing abnormalities in Behçet's disease patients. A case control study.		To determine the types and to assess the role of auditory evoked potentials and otoacoustic emissions in early detection of hearing abnormalities in Behçet's disease (BD) patients. Their correlations with disease activity were also considered.	['Acoustic Stimulation', 'Adult', 'Audiometry, Pure-Tone', 'Audiometry, Speech', 'Auditory Pathwaysphysiopathology', 'Auditory Threshold', 'Behcet Syndromecomplicationsdiagnosis', 'Case-Control Studies', 'Early Diagnosis', 'Electroencephalography', 'Evoked Potentials, Auditory, Brain Stem', 'Female', 'Hearing Disordersdiagnosisetiologyphysiopathology', 'Hearing Testsmethods', 'Humans', 'Male', 'Otoacoustic Emissions, Spontaneous', 'Predictive Value of Tests', 'Reaction Time', 'Severity of Illness Index', 'Young Adult']	https://pubmed.ncbi.nlm.nih.gov/29745880/	['NADA']	[5282105]	29745880	['2018']
Characterization of the CNS effects of naftidrofuryl (Praxilène) by quantitative EEG and functional MRI: a study in healthy elderly subjects.	DOI: 10.1159/000073634	In the present study, we investigated the effects of a single and a repeated (5 days) administration of naftidrofuryl, a serotonin 5-HT2 receptor inhibitor having neuroprotective properties, on functional brain physiology in male healthy elderly subjects, using quantitative electroencephalography (EEG) and functional magnetic resonance imaging (fMRI). Twelve subjects aged 60 +/- 3.8 years completed the quantitative EEG study, where the effects of 400 and 600 mg were assessed, and 12 other subjects (aged 56 +/- 4.7 years) completed the fMRI study, where the effect of 400 mg was assessed on the brain activation induced by the continuous performance test (CPT). Naftidrofuryl induced a transient reduction in alpha activity followed by a specific synchronisation of the 9.5- to 11-Hz EEG activity most pronounced after repeated administration. Such regimen also increased the CPT-induced brain activation visualized by way of fMRI. The results of the present study can be interpreted at the functional level that naftidrofuryl induced an improved level of vigilance or an increased capacity of alertness in healthy elderly subjects.	['Braindrug effectsphysiology', 'Dose-Response Relationship, Drug', 'Double-Blind Method', 'Electroencephalography', 'Humans', 'Magnetic Resonance Imaging', 'Male', 'Middle Aged', 'Nafronyladministration & dosagepharmacology', 'Psychomotor Performancedrug effects', 'Serotonin Antagonistsadministration & dosagepharmacology']	https://pubmed.ncbi.nlm.nih.gov/14586167/	['Nafronyl', 'SEROTONIN']	[4417, 5202]	14586167	['2003']
Cardiac and CNS toxicity of levobupivacaine: strengths of evidence for advantage over bupivacaine.	DOI: 10.2165/00002018-200225030-00002	Bupivacaine is currently the most widely used long-acting local anaesthetic. Its uses include surgery and obstetrics; however, it has been associated with potentially fatal cardiotoxicity, particularly when given intravascularly by accident. Levobupivacaine, a single enantiomer of bupivacaine, has recently been introduced as a new long-acting local anaesthetic with a potentially reduced toxicity compared with bupivacaine. Numerous preclinical and clinical studies have compared levobupivacaine with bupivacaine and in most but not all studies there is evidence that levobupivacaine is less toxic. Advantages for levobupivacaine are seen on cardiac sodium and potassium channels, on isolated animal hearts and in whole animals, anaesthetised or awake. In particular the intravascular dose of levobupivacaine required to cause lethality in animals is consistently higher compared with bupivacaine. In awake sheep, for example, almost 78% more levobupivacaine was required to cause death. In contrast, in anaesthetised dogs no differences were seen in the incidence of spontaneous or electrical stimulation- induced ventricular tachycardia and fibrillations among animals exposed to levobupivacaine or bupivacaine. The reversibility of levobupivacaine-induced cardiotoxicity has also been assessed. Some data point to an advantage of levobupivacaine over bupivacaine but this potential advantage was not confirmed in a recent study in anaesthetised dogs. Three clinical studies have been conducted using surrogate markers of both cardiac and CNS toxicity. In these studies levobupivacaine or bupivacaine were given by intravascular injection to healthy volunteers. Levobupivacaine was found to cause smaller changes in indices of cardiac contractility and the QTc interval of the electrocardiogram and also to have less depressant effect on the electroencephalogram. Assuming that levobupivacaine has the same local anaesthetic potency as bupivacaine, then, all things being equal, it is difficult to argue that levobupivacaine should not displace bupivacaine as the long-acting local anaesthetic of choice. It would appear, however, that levobupivacaine has not yet significantly displaced bupivacaine from the markets in which it is sold. This may be due to a lack of perceived safety benefit and/or consideration of the additional costs that are associated with switching to levobupivacaine, which is approximately 57% more expensive than bupivacaine. If the price of levobupivacaine were closer to bupivacaine then the argument to switch to levobupivacaine would undoubtedly be much stronger. With the continued clinical use of levobupivacaine the database available to make comparisons will increase and this may allow cost-benefit arguments to be made more forcefully for levobupivacaine in the future.	['Anesthetics, Localadministration & dosageadverse effectseconomicspharmacology', 'Animals', 'Arrhythmias, Cardiacphysiopathology', 'Bupivacaineadministration & dosageadverse effectspharmacology', 'Calcium Channelsmetabolism', 'Central Nervous Systemdrug effects', 'Heartdrug effectsphysiopathology', 'Humans', 'Potassium Channelsmetabolism', 'Sodium Channelsmetabolism', 'Stereoisomerism']	https://pubmed.ncbi.nlm.nih.gov/11945112/	['Levobupivacaine', 'Bupivacaine', 'Calcium', 'Potassium']	[92253, 2474, 5460341, 5462222]	11945112	['2002']
Psychotropic profile of S 17092, a prolyl endopeptidase inhibitor, using quantitative EEG in young healthy volunteers.	DOI: 10.1159/000107070	The central activity of S 17092, a prolyl endopeptidase (PEP) inhibitor, was investigated by quantitative electroencephalography (qEEG) in 48 young healthy men participating in a double-blind, randomized, placebo-controlled, cross-over study. S 17092 (100, 200, 400 or 600 mg) and placebo were administered once daily for 10 days in a rising multiple-dose scheme. EEG recordings were performed before and repeatedly from 0.5 to 24 h after dose on day 1 and day 10. PEP activity in plasma was also measured for the same periods. S 17092 appeared as a potent inhibitor of PEP activity at all doses, after both single and repeated administrations. EEG changes after acute doses were slight and of short duration, mainly characterized by increased relative alpha 1 power, suggesting a vigilance-promoting EEG profile. After repeated doses and more strikingly after a superimposed dose, increases in relative alpha 1 power were still present with additional increase in relative delta power and decreases in absolute fast alpha, fast beta, theta powers and total power at all doses. These EEG findings suggest that S 17092 might possess some mood-stabilizing potential in addition to its cognition-enhancing properties.	['Adolescent', 'Adult', 'Cross-Over Studies', 'Dose-Response Relationship, Drug', 'Double-Blind Method', 'Drug Administration Schedule', 'Electroencephalographydrug effects', 'Humans', 'Indolesbloodpharmacology', 'Male', 'Psychotropic Drugsbloodpharmacology', 'Thiazolidinesbloodpharmacology', 'Time Factors']	https://pubmed.ncbi.nlm.nih.gov/17700042/	['S-17092-1']	[9929984]	17700042	['2007']
